seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	62658640	62658729	90	*	X03599	54596	62660474	62678001	17528	+	1744	upstream	1744	L1TD1
chr1	62660305	62660385	81	*	X03600	54596	62660474	62678001	17528	+	88	upstream	88	L1TD1
chr1	63784126	63784395	270	*	X03625	199899	63624754	63782901	158148	-	1224	upstream	1224	LINC00466
chr1	63784598	63784747	150	*	X03626	199899	63624754	63782901	158148	-	1696	upstream	1696	LINC00466
chr1	64237619	64237753	135	*	X03636	4919	64239690	64647179	407490	+	1936	upstream	1936	ROR1
chr1	65612582	65612701	120	*	X03693	205	65613232	65697828	84597	+	530	upstream	530	AK4
chr1	66999748	66999759	12	*	X03718	84251	66999825	67210768	210944	+	65	upstream	65	SGIP1
chr1	67520558	67520602	45	*	X03722	23169	67465015	67520080	55066	-	477	upstream	477	SLC35D1
chr1	67600512	67600691	180	*	X03723	400757	67557859	67600654	42796	-	0	overlapStart	0	C1orf141
chr1	68698480	68698622	143	*	X03754	79971	68564142	68698284	134143	-	195	upstream	195	WLS
chr1	68699273	68699362	90	*	X03755	79971	68564142	68698284	134143	-	988	upstream	988	WLS
chr1	70821056	70821160	105	*	X03769	81573	70724685	70820417	95733	-	638	upstream	638	ANKRD13C
chr1	74663347	74663449	103	*	X03802	100526835	74663896	75010116	346221	+	446	upstream	446	FPGT-TNNI3K
chr1	74663347	74663449	103	*	X03802	8790	74663896	74674148	10253	+	446	upstream	446	FPGT
chr1	76539193	76539297	105	*	X03824	256435	76540389	77096669	556281	+	1091	upstream	1091	ST6GALNAC3
chr1	77333046	77333110	65	*	X03843	81849	77333186	77529737	196552	+	75	upstream	75	ST6GALNAC5
chr1	78150325	78150444	120	*	X03854	26009	78030190	78149104	118915	-	1220	upstream	1220	ZZZ3
chr1	78693655	78693744	90	*	X03858	149047	78695283	78835147	139865	+	1538	upstream	1538	MGC27382
chr1	85515865	85515880	16	*	X03925	55283	85483765	85514223	30459	-	1641	upstream	1641	MCOLN3
chr1	85667653	85667744	92	*	X03927	84144	85623356	85666728	43373	-	924	upstream	924	SYDE2
chr1	86043819	86043968	150	*	X03937	23576	85784168	86044046	259879	-	0	inside	77	DDAH1
chr1	86044449	86044553	105	*	X03938	23576	85784168	86044046	259879	-	402	upstream	402	DDAH1
chr1	86044449	86044553	105	*	X03938	3491	86046444	86049648	3205	+	1890	upstream	1890	CCN1
chr1	86044614	86044733	120	*	X03939	23576	85784168	86044046	259879	-	567	upstream	567	DDAH1
chr1	86044614	86044733	120	*	X03939	3491	86046444	86049648	3205	+	1710	upstream	1710	CCN1
chr1	86045904	86046053	150	*	X03940	23576	85784168	86044046	259879	-	1857	upstream	1857	DDAH1
chr1	86045904	86046053	150	*	X03940	3491	86046444	86049648	3205	+	390	upstream	390	CCN1
chr1	87457774	87457908	135	*	X03950	339524	87458690	87634886	176197	+	781	upstream	781	LINC01140
chr1	89829341	89829445	105	*	X03987	163351	89829436	89853719	24284	+	0	overlapStart	0	GBP6
chr1	89988295	89988399	105	*	X03989	23507	89990397	90063420	73024	+	1997	upstream	1997	LRRC8B
chr1	90098093	90098122	30	*	X03994	84230	90098644	90185094	86451	+	521	upstream	521	LRRC8C
chr1	90099578	90099652	75	*	X03995	400761	90090408	90098453	8046	-	1124	upstream	1124	LRRC8C-DT
chr1	90286069	90286173	105	*	X03996	55144	90286573	90401989	115417	+	399	upstream	399	LRRC8D
chr1	90460004	90460036	33	*	X04012	284695	90460678	90494094	33417	+	641	upstream	641	ZNF326
chr1	93297179	93297222	44	*	X04071	6125	93297594	93307481	9888	+	371	upstream	371	RPL5
chr1	94311809	94311858	50	*	X04099	100126348	94312388	94312467	80	+	529	upstream	529	MIR760
chr1	94586462	94586495	34	*	X04113	24	94458394	94586705	128312	-	0	inside	209	ABCA4
chr1	97186988	97187091	104	*	X04165	58155	97187175	97280605	93431	+	83	upstream	83	PTBP2
chr1	98387402	98387411	10	*	X04178	1806	97543300	98386615	843316	-	786	upstream	786	DPYD
chr1	100111167	100111286	120	*	X04192	54873	100111431	100160097	48667	+	144	upstream	144	PALMD
chr1	101184911	101185022	112	*	X04203	7412	101185196	101204601	19406	+	173	upstream	173	VCAM1
chr1	101493011	101493145	135	*	X04206	51611	101455180	101491644	36465	-	1366	upstream	1366	DPH5
chr1	107681747	107681941	195	*	X04223	22854	107682629	108024475	341847	+	687	upstream	687	NTNG1
chr1	109632129	109632248	120	*	X04248	56900	109633403	109639554	6152	+	1154	upstream	1154	TMEM167B
chr1	109755726	109755845	120	*	X04251	6301	109756515	109780804	24290	+	669	upstream	669	SARS1
chr1	109849348	109849452	105	*	X04261	343263	109834987	109849663	14677	-	0	inside	210	MYBPHL
chr1	109969981	109970070	90	*	X04263	5686	109941653	109969108	27456	-	872	upstream	872	PSMA5
chr1	110025529	110025596	68	*	X04265	127002	110026561	110035420	8860	+	964	upstream	964	ATXN7L2
chr1	110197251	110197317	67	*	X04280	2946	110198698	110226619	27922	+	1380	upstream	1380	GSTM2
chr1	110197251	110197317	67	*	X04280	2948	110198698	110208123	9426	+	1380	upstream	1380	GSTM4
chr1	110453174	110453223	50	*	X04288	1435	110453233	110473616	20384	+	9	upstream	9	CSF1
chr1	110526332	110526421	90	*	X04293	10768	110527387	110566364	38978	+	965	upstream	965	AHCYL1
chr1	111413702	111413806	105	*	X04330	963	111413821	111442558	28738	+	14	upstream	14	CD53
chr1	111682356	111682372	17	*	X04332	10390	111682249	111727724	45476	+	0	inside	106	CEPT1
chr1	112533397	112533516	120	*	X04369	643355	112533190	112541463	8274	+	0	inside	206	LINC01750
chr1	112533397	112533516	120	*	X04369	3752	112318454	112531777	213324	-	1619	upstream	1619	KCND3
chr1	113007967	113008071	105	*	X04375	7482	113010040	113063910	53871	+	1968	upstream	1968	WNT2B
chr1	113216503	113216592	90	*	X04380	4343	113217048	113243368	26321	+	455	upstream	455	MOV10
chr1	113216788	113216800	13	*	X04381	4343	113217048	113243368	26321	+	247	upstream	247	MOV10
chr1	113258472	113258528	57	*	X04397	333926	113252616	113257950	5335	-	521	upstream	521	PPM1J
chr1	113258533	113258592	60	*	X04398	333926	113252616	113257950	5335	-	582	upstream	582	PPM1J
chr1	113259748	113259867	120	*	X04399	333926	113252616	113257950	5335	-	1797	upstream	1797	PPM1J
chr1	114355906	114356010	105	*	X04438	54665	114304454	114355070	50617	-	835	upstream	835	RSBN1
chr1	114446400	114446519	120	*	X04439	64858	114447915	114456708	8794	+	1395	upstream	1395	DCLRE1B
chr1	114521961	114522050	90	*	X04442	56944	114522030	114524876	2847	+	0	overlapStart	0	OLFML3
chr1	115881616	115881825	210	*	X04489	4803	115828537	115880857	52321	-	758	upstream	758	NGF
chr1	116184068	116184307	240	*	X04495	81839	116184574	116240845	56272	+	266	upstream	266	VANGL1
chr1	116385658	116385753	96	*	X04501	4808	116378999	116383747	4749	-	1910	upstream	1910	NHLH2
chr1	116653934	116654023	90	*	X04508	126868	116654376	116677861	23486	+	352	upstream	352	MAB21L3
chr1	117451228	117451347	120	*	X04533	5738	117452689	117532972	80284	+	1341	upstream	1341	PTGFRN
chr1	117542323	117542502	180	*	X04537	9398	117544372	117579173	34802	+	1869	upstream	1869	CD101
chr1	117908088	117908192	105	*	X04548	10905	117910085	118068320	158236	+	1892	upstream	1892	MAN1A2
chr1	119532455	119532574	120	*	X04571	6913	119425666	119532179	106514	-	275	upstream	275	TBX15
chr1	119910910	119911076	167	*	X04586	51179	119911402	119936751	25350	+	325	upstream	325	HAO2
chr1	145471958	145472032	75	*	X04611	84265	145456236	145470387	14152	-	1570	upstream	1570	POLR3GL
chr1	145472312	145472422	111	*	X04612	84265	145456236	145470387	14152	-	1924	upstream	1924	POLR3GL
chr1	145475663	145475680	18	*	X04614	128077	145477085	145499091	22007	+	1404	upstream	1404	LIX1L
chr1	145476887	145476935	49	*	X04615	128077	145477085	145499091	22007	+	149	upstream	149	LIX1L
chr1	145506503	145506577	75	*	X04616	9939	145507557	145513535	5979	+	979	upstream	979	RBM8A
chr1	145548175	145548279	105	*	X04618	148741	145549209	145568526	19318	+	929	upstream	929	ANKRD35
chr1	145548730	145548865	136	*	X04619	148741	145549209	145568526	19318	+	343	upstream	343	ANKRD35
chr1	145549497	145549616	120	*	X04620	148741	145549209	145568526	19318	+	0	inside	287	ANKRD35
chr1	146697779	146697853	75	*	X04630	2330	146655884	146697230	41347	-	548	upstream	548	FMO5
chr1	147012078	147012242	165	*	X04637	607	147013182	147098015	84834	+	939	upstream	939	BCL9
chr1	147245455	147245814	360	*	X04651	2702	147228332	147245484	17153	-	0	overlapStart	0	GJA5
chr1	147484482	147484631	150	*	X04658	728939	145924388	147484331	1559944	-	150	upstream	150	NA
chr1	147485348	147485437	90	*	X04659	728939	145924388	147484331	1559944	-	1016	upstream	1016	NA
chr1	149909034	149909168	135	*	X04681	10903	149900543	149908791	8249	-	242	upstream	242	MTMR11
chr1	150121516	150121635	120	*	X04690	51177	150121767	150131825	10059	+	131	upstream	131	PLEKHO1
chr1	150229490	150229624	135	*	X04700	23632	150230218	150237480	7263	+	593	upstream	593	CA14
chr1	150241985	150242018	34	*	X04705	51107	150237799	150241609	3811	-	375	upstream	375	APH1A
chr1	150334888	150334992	105	*	X04708	23248	150336990	150449041	112052	+	1997	upstream	1997	RPRD2
chr1	150522848	150522914	67	*	X04712	100422997	150524405	150524490	86	+	1490	upstream	1490	MIR4257
chr1	150523154	150523210	57	*	X04713	100422997	150524405	150524490	86	+	1194	upstream	1194	MIR4257
chr1	150553343	150553462	120	*	X04720	4170	150547027	150552214	5188	-	1128	upstream	1128	MCL1
chr1	150780830	150780949	120	*	X04725	1513	150768684	150780917	12234	-	0	overlapStart	0	CTSK
chr1	151030764	151030913	150	*	X04730	10962	151032151	151040973	8823	+	1237	upstream	1237	MLLT11
chr1	151031052	151031116	65	*	X04731	10962	151032151	151040973	8823	+	1034	upstream	1034	MLLT11
chr1	151119975	151120094	120	*	X04736	10500	151104163	151119140	14978	-	834	upstream	834	SEMA6C
chr1	151139329	151139448	120	*	X04737	388695	151132224	151138424	6201	-	904	upstream	904	LYSMD1
chr1	151319964	151320053	90	*	X04751	5993	151313116	151319769	6654	-	194	upstream	194	RFX5
chr1	151344939	151345028	90	*	X04754	8991	151336778	151345210	8433	-	0	inside	181	SELENBP1
chr1	151345194	151345313	120	*	X04755	8991	151336778	151345210	8433	-	0	overlapStart	0	SELENBP1
chr1	151346572	151346645	74	*	X04756	8991	151336778	151345210	8433	-	1361	upstream	1361	SELENBP1
chr1	151689589	151689708	120	*	X04767	11189	151672534	151689290	16757	-	298	upstream	298	CELF3
chr1	151691233	151691257	25	*	X04768	11189	151672534	151689290	16757	-	1942	upstream	1942	CELF3
chr1	151736856	151736960	105	*	X04770	65005	151732123	151736040	3918	-	815	upstream	815	MRPL9
chr1	151809497	151809616	120	*	X04776	100132111	151810945	151816641	5697	+	1328	upstream	1328	C2CD4D-AS1
chr1	151812783	151812902	120	*	X04777	100191040	151810339	151813033	2695	-	0	inside	130	C2CD4D
chr1	151967363	151967377	15	*	X04785	6281	151955386	151966714	11329	-	648	upstream	648	S100A10
chr1	151967482	151967497	16	*	X04786	6281	151955386	151966714	11329	-	767	upstream	767	S100A10
chr1	152009621	152009722	102	*	X04788	6282	152004982	152009511	4530	-	109	upstream	109	S100A11
chr1	153518589	153518723	135	*	X04813	6275	153516095	153518282	2188	-	306	upstream	306	S100A4
chr1	153518949	153519233	285	*	X04814	6275	153516095	153518282	2188	-	666	upstream	666	S100A4
chr1	153519294	153519347	54	*	X04815	6275	153516095	153518282	2188	-	1011	upstream	1011	S100A4
chr1	153522208	153522228	21	*	X04820	6274	153519809	153521734	1926	-	473	upstream	473	S100A3
chr1	153538935	153539187	253	*	X04822	6273	153533585	153538306	4722	-	628	upstream	628	S100A2
chr1	153539799	153539890	92	*	X04823	6273	153533585	153538306	4722	-	1492	upstream	1492	S100A2
chr1	153585133	153585267	135	*	X04829	140576	153579367	153585514	6148	-	0	inside	246	S100A16
chr1	153585463	153585732	270	*	X04830	140576	153579367	153585514	6148	-	0	overlapStart	0	S100A16
chr1	153586318	153586390	73	*	X04831	140576	153579367	153585514	6148	-	803	upstream	803	S100A16
chr1	153589453	153589602	150	*	X04832	57402	153586732	153588808	2077	-	644	upstream	644	S100A14
chr1	153599737	153599856	120	*	X04833	6271	153600873	153604513	3641	+	1016	upstream	1016	S100A1
chr1	153600936	153600951	16	*	X04834	6271	153600873	153604513	3641	+	0	inside	62	S100A1
chr1	153606964	153607056	93	*	X04838	6284	153591276	153606568	15293	-	395	upstream	395	S100A13
chr1	153650420	153650554	135	*	X04839	4881	153651164	153666468	15305	+	609	upstream	609	NPR1
chr1	153746940	153747059	120	*	X04850	11000	153747768	153752633	4866	+	708	upstream	708	SLC27A3
chr1	153919592	153919711	120	*	X04858	9909	153901977	153919154	17178	-	437	upstream	437	DENND4B
chr1	153931348	153931467	120	*	X04859	200186	153920148	153931132	10985	-	215	upstream	215	CRTC2
chr1	153931487	153931696	210	*	X04860	200186	153920148	153931132	10985	-	354	upstream	354	CRTC2
chr1	153931772	153931891	120	*	X04861	200186	153920148	153931132	10985	-	639	upstream	639	CRTC2
chr1	153940982	153940992	11	*	X04863	27173	153931575	153940660	9086	-	321	upstream	321	SLC39A1
chr1	154531676	154531795	120	*	X04885	55585	154521051	154531120	10070	-	555	upstream	555	UBE2Q1
chr1	154935838	154935972	135	*	X04921	90780	154929502	154934258	4757	-	1579	upstream	1579	PYGO2
chr1	154945370	154945422	53	*	X04926	1163	154947118	154951725	4608	+	1695	upstream	1695	CKS1B
chr1	154965273	154965362	90	*	X04927	55891	154966062	154966791	730	+	699	upstream	699	LENEP
chr1	154965813	154965841	29	*	X04928	55891	154966062	154966791	730	+	220	upstream	220	LENEP
chr1	154966164	154966268	105	*	X04929	55891	154966062	154966791	730	+	0	inside	101	LENEP
chr1	155034317	155034436	120	*	X04958	1944	155036213	155060014	23802	+	1776	upstream	1776	EFNA3
chr1	155034317	155034436	120	*	X04958	1945	155036213	155042029	5817	+	1776	upstream	1776	EFNA4
chr1	155034911	155034959	49	*	X04959	1944	155036213	155060014	23802	+	1253	upstream	1253	EFNA3
chr1	155034911	155034959	49	*	X04959	1945	155036213	155042029	5817	+	1253	upstream	1253	EFNA4
chr1	155099024	155099143	120	*	X04971	1942	155100349	155107386	7038	+	1205	upstream	1205	EFNA1
chr1	155099346	155099383	38	*	X04972	1942	155100349	155107386	7038	+	965	upstream	965	EFNA1
chr1	155099865	155099901	37	*	X04973	1942	155100349	155107386	7038	+	447	upstream	447	EFNA1
chr1	155100629	155100733	105	*	X04974	1942	155100349	155107386	7038	+	0	inside	279	EFNA1
chr1	155145129	155145233	105	*	X04981	80128	155145421	155157447	12027	+	187	upstream	187	TRIM46
chr1	155147301	155147393	93	*	X04982	200185	155141884	155145804	3921	-	1496	upstream	1496	KRTCAP2
chr1	155147469	155147693	225	*	X04983	200185	155141884	155145804	3921	-	1664	upstream	1664	KRTCAP2
chr1	155162663	155162665	3	*	X04987	4582	155158300	155162706	4407	-	0	inside	40	MUC1
chr1	155163710	155163844	135	*	X04988	4582	155158300	155162706	4407	-	1003	upstream	1003	MUC1
chr1	155163710	155163844	135	*	X04988	693235	155164968	155165063	96	+	1123	upstream	1123	MIR92B
chr1	155177078	155177242	165	*	X04992	4580	155178490	155183624	5135	+	1247	upstream	1247	MTX1
chr1	155177765	155177869	105	*	X04993	4580	155178490	155183624	5135	+	620	upstream	620	MTX1
chr1	155178140	155178244	105	*	X04994	4580	155178490	155183624	5135	+	245	upstream	245	MTX1
chr1	155178398	155178425	28	*	X04995	4580	155178490	155183624	5135	+	64	upstream	64	MTX1
chr1	155215349	155215468	120	*	X05000	2629	155204239	155214653	10415	-	695	upstream	695	GBA
chr1	155225627	155225680	54	*	X05003	10712	155216996	155225274	8279	-	352	upstream	352	FAM189B
chr1	155232401	155232520	120	*	X05004	10067	155225770	155232176	6407	-	224	upstream	224	SCAMP3
chr1	155248288	155248337	50	*	X05006	1196	155232659	155247501	14843	-	786	upstream	786	CLK2
chr1	155271513	155271617	105	*	X05010	5313	155259084	155271225	12142	-	287	upstream	287	PKLR
chr1	155289550	155289608	59	*	X05014	23623	155290640	155300909	10270	+	1031	upstream	1031	RUSC1
chr1	156022901	156022931	31	*	X05038	28956	156024517	156028605	4089	+	1585	upstream	1585	LAMTOR2
chr1	156028966	156029070	105	*	X05039	57111	156030966	156040295	9330	+	1895	upstream	1895	RAB25
chr1	156050050	156050589	540	*	X05050	4000	156052369	156109880	57512	+	1779	upstream	1779	LMNA
chr1	156119816	156120203	388	*	X05074	64218	156119735	156147542	27808	+	0	inside	80	SEMA4A
chr1	156181856	156182020	165	*	X05079	100527963	156182779	156213123	30345	+	758	upstream	758	PMF1-BGLAP
chr1	156181856	156182020	165	*	X05079	11243	156182779	156209868	27090	+	758	upstream	758	PMF1
chr1	156218246	156218286	41	*	X05083	79957	156213112	156217908	4797	-	337	upstream	337	PAQR6
chr1	156400002	156400256	255	*	X05103	10485	156374055	156400493	26439	-	0	inside	236	MIR9-1HG
chr1	156400482	156400631	150	*	X05104	10485	156374055	156400493	26439	-	0	overlapStart	0	MIR9-1HG
chr1	156400647	156400766	120	*	X05105	10485	156374055	156400493	26439	-	153	upstream	153	MIR9-1HG
chr1	156400932	156401066	135	*	X05106	10485	156374055	156400493	26439	-	438	upstream	438	MIR9-1HG
chr1	156401966	156402205	240	*	X05107	10485	156374055	156400493	26439	-	1472	upstream	1472	MIR9-1HG
chr1	156611163	156611297	135	*	X05144	63827	156611740	156629324	17585	+	442	upstream	442	BCAN
chr1	156647275	156647335	61	*	X05170	10763	156638556	156647189	8634	-	85	upstream	85	NES
chr1	156647471	156647575	105	*	X05171	10763	156638556	156647189	8634	-	281	upstream	281	NES
chr1	156648296	156648400	105	*	X05172	10763	156638556	156647189	8634	-	1106	upstream	1106	NES
chr1	156676961	156677095	135	*	X05182	1382	156669400	156675608	6209	-	1352	upstream	1352	CRABP2
chr1	156677412	156677501	90	*	X05183	1382	156669400	156675608	6209	-	1803	upstream	1803	CRABP2
chr1	156711373	156711477	105	*	X05188	79590	156707094	156710923	3830	-	449	upstream	449	MRPL24
chr1	157108813	157108932	120	*	X05235	2117	157094459	157108383	13925	-	429	upstream	429	ETV3
chr1	157962998	157963222	225	*	X05260	55243	157963063	158065844	102782	+	0	overlapStart	0	KIRREL1
chr1	157963283	157963292	10	*	X05261	55243	157963063	158065844	102782	+	0	inside	219	KIRREL1
chr1	159172257	159172496	240	*	X05320	2532	159173803	159176290	2488	+	1306	upstream	1306	ACKR1
chr1	159172257	159172496	240	*	X05320	100131825	159165775	159172212	6438	-	44	upstream	44	CADM3-AS1
chr1	159173597	159173716	120	*	X05321	2532	159173803	159176290	2488	+	86	upstream	86	ACKR1
chr1	159173597	159173716	120	*	X05321	100131825	159165775	159172212	6438	-	1384	upstream	1384	CADM3-AS1
chr1	159173901	159174050	150	*	X05322	2532	159173803	159176290	2488	+	0	inside	97	ACKR1
chr1	159173901	159174050	150	*	X05322	100131825	159165775	159172212	6438	-	1688	upstream	1688	CADM3-AS1
chr1	159869705	159869869	165	*	X05333	25790	159842154	159869906	27753	-	0	inside	36	CFAP45
chr1	159869915	159869952	38	*	X05334	25790	159842154	159869906	27753	-	8	upstream	8	CFAP45
chr1	160040934	160041023	90	*	X05354	3766	160007257	160040051	32795	-	882	upstream	882	KCNJ10
chr1	160068987	160069002	16	*	X05359	93185	160061129	160068618	7490	-	368	upstream	368	IGSF8
chr1	160069738	160069743	6	*	X05360	93185	160061129	160068618	7490	-	1119	upstream	1119	IGSF8
chr1	160084003	160084152	150	*	X05368	477	160085520	160113374	27855	+	1367	upstream	1367	ATP1A2
chr1	160085402	160085596	195	*	X05369	477	160085520	160113374	27855	+	0	overlapStart	0	ATP1A2
chr1	160085788	160085952	165	*	X05370	477	160085520	160113374	27855	+	0	inside	267	ATP1A2
chr1	160159881	160160000	120	*	X05378	844	160160285	160171676	11392	+	284	upstream	284	CASQ1
chr1	160160256	160160465	210	*	X05379	844	160160285	160171676	11392	+	0	overlapStart	0	CASQ1
chr1	160174626	160174730	105	*	X05383	8682	160175125	160185162	10038	+	394	upstream	394	PEA15
chr1	160336197	160336302	106	*	X05391	4807	160336861	160342638	5778	+	558	upstream	558	NHLH1
chr1	160337112	160337246	135	*	X05392	4807	160336861	160342638	5778	+	0	inside	250	NHLH1
chr1	160924573	160924707	135	*	X05412	142683	160914816	160924589	9774	-	0	overlapStart	0	ITLN2
chr1	161008844	161008978	135	*	X05423	100131187	161007422	161008774	1353	-	69	upstream	69	TSTD1
chr1	161008844	161008978	135	*	X05423	50848	160965001	161008774	43774	-	69	upstream	69	F11R
chr1	161059450	161059659	210	*	X05428	81607	161040781	161059385	18605	-	64	upstream	64	NECTIN4
chr1	161086280	161086384	105	*	X05429	4817	161087862	161095235	7374	+	1477	upstream	1477	NIT1
chr1	161128720	161128839	120	*	X05432	27005	161129254	161135516	6263	+	414	upstream	414	USP21
chr1	161135620	161135718	99	*	X05434	5498	161136181	161147801	11621	+	462	upstream	462	PPOX
chr1	161167165	161167284	120	*	X05437	4720	161169105	161184184	15080	+	1820	upstream	1820	NDUFS2
chr1	161167480	161167614	135	*	X05438	4720	161169105	161184184	15080	+	1490	upstream	1490	NDUFS2
chr1	161169517	161169786	270	*	X05439	9507	161159538	161168845	9308	-	671	upstream	671	ADAMTS4
chr1	161170642	161170761	120	*	X05440	9507	161159538	161168845	9308	-	1796	upstream	1796	ADAMTS4
